"source_repository","source_sha","source_path","current_target","capability","disposition","proposed_destination","phase","dependencies","tests","deletion_gate"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/zaya1_vl/model.py","jang-tools","specialized/reference tooling","reference","Workers/jang-tools/Reference/zaya1_vl/model.py","7-8","Python","capability inventory","explicitly out of scope or native parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/zaya1_vl/runtime.py","jang-tools","duplicate Python inference/runtime","reference","Workers/jang-tools/jang_tools/zaya1_vl/runtime.py","8","Python MLX/Torch","vMLX output/load/serve parity","no product inference use and parity complete"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/pyproject.toml","jang-tools","worker packaging","wrap","Workers/jang-tools/pyproject.toml","8","Python 3.11+","worker environment/version tests","after all worker operations are native"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070",".github/workflows/jang-studio.yml","JANG Studio CI/release","publishing","reference","Documentation/Reference/JANGStudio/jang-studio.yml","20","JANG Studio build","workflow and release-host redirect check","PR20 after canonical MLX Studio release proof"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","JANGStudio/JANGStudio.xcodeproj/project.pbxproj","JANG Studio application definition","legacy shell/packaging","reference","Documentation/Reference/JANGStudio/JANGStudio.xcodeproj/project.pbxproj","19-20","Xcode;codesign","installed-app feature and packaging parity","PR20 after canonical shell and release parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","JANGStudio/JANGStudio.xcodeproj/project.xcworkspace/contents.xcworkspacedata","JANG Studio application definition","legacy shell/packaging","reference","Documentation/Reference/JANGStudio/JANGStudio.xcodeproj/project.xcworkspace/contents.xcworkspacedata","19-20","Xcode;codesign","installed-app feature and packaging parity","PR20 after canonical shell and release parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","JANGStudio/JANGStudio.xcodeproj/xcshareddata/xcschemes/JANGStudio.xcscheme","JANG Studio application definition","legacy shell/packaging","reference","Documentation/Reference/JANGStudio/JANGStudio.xcodeproj/xcshareddata/xcschemes/JANGStudio.xcscheme","19-20","Xcode;codesign","installed-app feature and packaging parity","PR20 after canonical shell and release parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","JANGStudio/JANGStudio.xcodeproj/xcshareddata/xcschemes/JANGStudioUITests.xcscheme","JANG Studio application definition","legacy shell/packaging","reference","Documentation/Reference/JANGStudio/JANGStudio.xcodeproj/xcshareddata/xcschemes/JANGStudioUITests.xcscheme","19-20","Xcode;codesign","installed-app feature and packaging parity","PR20 after canonical shell and release parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","JANGStudio/JANGStudio/Resources/Info.plist","JANG Studio application definition","legacy shell/packaging","reference","Documentation/Reference/JANGStudio/JANGStudio/Resources/Info.plist","19-20","Xcode;codesign","installed-app feature and packaging parity","PR20 after canonical shell and release parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","JANGStudio/JANGStudio/Resources/JANGStudio.entitlements","JANG Studio application definition","legacy shell/packaging","reference","Documentation/Reference/JANGStudio/JANGStudio/Resources/JANGStudio.entitlements","19-20","Xcode;codesign","installed-app feature and packaging parity","PR20 after canonical shell and release parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","JANGStudio/Scripts/build-python-bundle.sh","JANG Studio release helper","worker packaging/publishing","reference","Documentation/Reference/JANGStudio/Scripts/build-python-bundle.sh","8-20","Python bundle;codesign/notary","canonical worker bundle and release dry run","PR20 after MLX Studio packaging parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","JANGStudio/Scripts/codesign-runtime.sh","JANG Studio release helper","worker packaging/publishing","reference","Documentation/Reference/JANGStudio/Scripts/codesign-runtime.sh","8-20","Python bundle;codesign/notary","canonical worker bundle and release dry run","PR20 after MLX Studio packaging parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","JANGStudio/Scripts/notarize.sh","JANG Studio release helper","worker packaging/publishing","reference","Documentation/Reference/JANGStudio/Scripts/notarize.sh","8-20","Python bundle;codesign/notary","canonical worker bundle and release dry run","PR20 after MLX Studio packaging parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","JANGStudio/project.yml","JANG Studio application definition","legacy shell/packaging","reference","Documentation/Reference/JANGStudio/project.yml","19-20","Xcode;codesign","installed-app feature and packaging parity","PR20 after canonical shell and release parity"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Metal/JANGAttention.metal","legacy JANG Metal sources","JANG kernels","move","Sources/JANGMetal/JANGAttention.metal","11","Metal;JANGCore","semantic/performance/error-path kernel parity","after canonical JANGMetal parity and manifest compatibility"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Metal/JANGCompute.metal","legacy JANG Metal sources","JANG kernels","move","Sources/JANGMetal/JANGCompute.metal","11","Metal;JANGCore","semantic/performance/error-path kernel parity","after canonical JANGMetal parity and manifest compatibility"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Metal/JANGDequant.metal","legacy JANG Metal sources","JANG kernels","move","Sources/JANGMetal/JANGDequant.metal","11","Metal;JANGCore","semantic/performance/error-path kernel parity","after canonical JANGMetal parity and manifest compatibility"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Metal/JANGEmbedding.metal","legacy JANG Metal sources","JANG kernels","move","Sources/JANGMetal/JANGEmbedding.metal","11","Metal;JANGCore","semantic/performance/error-path kernel parity","after canonical JANGMetal parity and manifest compatibility"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Package.resolved","JANG dependency lock","package graph","reference","Documentation/Reference/jang-runtime/Package.resolved","7","SwiftPM","dependency version audit","after canonical dependency lock is validated"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-runtime/Package.swift","JANG Swift package","package graph","adapt","Package.swift","7","SwiftPM;MLX","swift package dump-package;build;test","after canonical targets reproduce graph and tests"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/MANIFEST.in","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/MANIFEST.in","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/_internal/jang_v3/__init__.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/_internal/jang_v3/__init__.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/_internal/jang_v3/budget_solver.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/_internal/jang_v3/budget_solver.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/_internal/jang_v3/encode.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/_internal/jang_v3/encode.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/__init__.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/__init__.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/__main__.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/__main__.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/_json_utils.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/_json_utils.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/allocate.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/allocate.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/architectures.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/architectures.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/awq.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/awq.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/awq_capture.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/awq_capture.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/awq_capture_fp8.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/awq_capture_fp8.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/awq_capture_minimax.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/awq_capture_minimax.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/awq_scales.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/awq_scales.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/benchmark.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/benchmark.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/build_jangtq_sidecar.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/build_jangtq_sidecar.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/build_n2_prune_map_from_router_trace.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/build_n2_prune_map_from_router_trace.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/build_nemotron_omni_addon.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/build_nemotron_omni_addon.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/calibrate.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/calibrate.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
"hornsan1/jangq-private","5d5487c27fa81d9f51da27264ae855964e334070","jang-tools/jang_tools/capabilities.py","Python implementation","conversion/optimization worker","wrap","Workers/jang-tools/jang_tools/capabilities.py","8-18","Python 3.11+;structured JSONL protocol","manifest, semantic, performance, cancel, and error-path parity","after a native implementation passes all parity gates"
